-9.237407333886092919e-01,1.067213826303670121e+00,0.000000000000000000e+00,6.904871018037148644e-01,-2.013773666208372504e+00,2.664953971300141333e+00,0.000000000000000000e+00,-3.141475294491639314e+00,2.601676776851831185e+00,-1.980716252370548602e+00,-2.048419296275151957e+00,8.548107791279957457e-01,-3.732307925340518473e+00
-9.203358912343213571e-01,1.078784230659043830e+00,1.429945911943667491e-01,6.828353921390148962e-01,-2.053424282551181701e+00,2.674091000191109568e+00,0.000000000000000000e+00,-3.111393421432251838e+00,2.656287435092115512e+00,-2.074819493284869587e+00,-2.060897412111614813e+00,8.575297154402128363e-01,-3.741666889857790945e+00
-9.238158259303484998e-01,1.069427433138349315e+00,0.000000000000000000e+00,6.898493681034858493e-01,-2.020495121701016750e+00,2.661482558552143995e+00,2.126508227264156670e-02,-3.134476604831078816e+00,2.604203536612121894e+00,-1.981820476764940109e+00,-2.049688830826918107e+00,8.539159432387155579e-01,-3.739370628584126166e+00
-9.204111277001673086e-01,1.080980578170327666e+00,1.429671240201967342e-01,6.822034602840173489e-01,-2.060092463540668106e+00,2.670641413324934543e+00,2.112063062127522706e-02,-3.104448051483857718e+00,2.658786540906751483e+00,-2.075898140930260372e+00,-2.062155925973747639e+00,8.566404358167749589e-01,-3.748679819119459466e+00
-9.713849884919035782e-01,1.064723730792048073e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.908752661804733020e+00,2.695041442079891159e+00,0.000000000000000000e+00,-3.211770524355421763e+00,2.739814205898011501e+00,-2.131626735429968722e+00,-2.117571668025327813e+00,8.953320925860910329e-01,-3.772261113702157775e+00
-9.637077531719329127e-01,1.087364132973650310e+00,2.791391134672537300e-01,0.000000000000000000e+00,-1.988426308502254880e+00,2.712226932908095911e+00,0.000000000000000000e+00,-3.151527180018082852e+00,2.843431192761091797e+00,-2.312060708124440200e+00,-2.140434213820268994e+00,8.997631443878596480e-01,-3.789666425290651564e+00
-1.029497643424244879e+00,1.074391703101371665e+00,0.000000000000000000e+00,7.301926395298617978e-01,-2.116846662659663814e+00,2.573496493314532785e+00,0.000000000000000000e+00,-3.189665623903990888e+00,2.458539955564652324e+00,-2.067312658789551172e+00,-2.014325419048131227e+00,0.000000000000000000e+00,-3.907193077529453440e+00
-9.715043437868451370e-01,1.073231112045005098e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.934930288520222419e+00,2.681607193398027444e+00,8.164159772337087340e-02,-3.184651665794156816e+00,2.749025200942333491e+00,-2.135330994127561333e+00,-2.122200498122231327e+00,8.917529243407550377e-01,-3.799234803866635701e+00
-8.370272357285425402e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.886654687052673474e-01,-2.158892870983147194e+00,2.806582339843365137e+00,0.000000000000000000e+00,-2.479715753526487987e+00,2.469764843199407700e+00,-1.605814270742005556e+00,-2.372501319566379774e+00,8.601696505273552784e-01,-3.727100126883897246e+00
-9.638407892247926601e-01,1.095659141970528161e+00,2.785574243189272714e-01,0.000000000000000000e+00,-2.013929600028323996e+00,2.699017732341645548e+00,8.005631658412537544e-02,-3.125060442886988366e+00,2.852247408544474006e+00,-2.315317038498112101e+00,-2.144925520767414717e+00,8.962442411509758955e-01,-3.816080081660174539e+00
